321	298	49
169	880	816
366	729	460
719	825	245
877	488	499
918	69	877
780	838	512
491	402	602
638	626	77
342	74	416
292	335	145
320	315	618
985	261	890
797	782	991
774	409	920
558	668	897
927	465	971
440	859	891
7	928	938
939	376	605
849	635	958
525	198	466
442	444	129
893	78	852
378	97	374
579	497	142
387	861	894
755	592	326
53	966	925
864	699	526
58	496	556
815	232	941
686	637	574
531	721	317
830	360	689
790	621	868
16	952	956
793	750	184
454	439	293
990	664	523
127	625	514
571	458	526
77	802	782
385	710	750
964	370	951
83	384	447
647	95	644
663	572	165
455	397	616
228	26	208
877	64	936
952	62	923
576	919	882
490	441	59
76	293	338
117	210	108
253	998	969
606	752	796
934	96	844
669	242	471
732	67	784
198	109	219
128	850	809
719	289	441
510	417	670
791	803	332
905	115	965
125	90	103
407	205	380
778	799	402
403	814	532
159	505	507
811	831	450
939	182	951
367	972	758
122	933	835
733	347	783
186	464	479
532	383	436
535	632	338
176	669	705
856	133	914
798	890	955
159	404	526
248	471	292
676	511	796
697	661	526
989	482	891
826	652	234
935	329	651
879	868	13
130	454	586
274	282	318
467	90	417
417	463	46
261	499	334
392	432	48
130	304	285
715	504	838
938	866	656
213	550	454
881	83	903
134	592	724
612	874	413
843	815	236
990	537	706
13	665	655
490	291	657
814	957	705
276	968	708
267	34	253
693	386	432
295	604	627
676	231	817
153	71	197
202	509	572
836	235	729
385	190	432
435	366	708
367	397	35
574	930	739
291	986	875
215	762	960
809	843	159
148	42	152
895	675	671
401	124	461
874	472	421
429	472	392
459	771	734
206	984	801
517	389	862
238	915	984
532	822	621
901	809	113
348	842	821
529	89	440
802	756	93
866	828	96
317	253	544
424	458	562
893	840	169
838	441	428
344	196	229
357	859	935
884	31	851
436	584	573
599	303	752
987	680	778
415	490	373
200	251	49
173	421	550
314	383	116
376	430	248
274	582	858
353	564	510
713	4	711
337	185	385
455	743	591
741	290	851
739	740	304
132	770	835
759	984	835
606	699	96
814	818	32
111	895	924
341	400	379
171	528	360
820	591	724
356	338	637
811	709	208
781	165	657
737	946	410
789	834	107
283	755	920
576	9	570
514	481	324
594	901	528
705	156	701
66	424	380
825	424	832
419	296	127
881	815	176
371	356	97
267	656	921
208	241	168
213	829	747
339	398	251
313	255	271
146	245	334
498	857	482
400	78	398
63	587	594
439	219	550
631	148	743
605	651	81
520	761	741
68	278	235
470	448	56
861	571	410
196	651	458
211	388	407
640	213	616
252	242	147
314	256	296
531	577	61
677	605	654
863	914	234
873	826	136
436	678	271
569	729	326
841	425	642
895	979	724
439	527	150
7	52	59
989	377	650
427	419	364
991	773	459
949	544	629
338	282	273
908	889	65
118	285	320
652	373	543
261	695	956
750	669	197
406	835	474
374	385	85
767	782	253
941	234	950
145	13	134
897	373	597
876	83	866
580	437	482
401	615	493
721	243	526
564	768	366
568	775	255
997	957	720
213	931	838
776	638	356
912	939	305
20	78	66
572	453	919
824	367	709
637	549	248
603	379	607
826	562	426
945	292	674
739	544	236
126	17	111
232	393	541
705	800	532
783	327	578
734	744	80
118	59	56
676	660	202
349	421	717
223	236	302
314	349	124
537	618	183
945	108	935
854	87	918
554	545	77
751	615	993
581	788	655
223	267	321
379	865	758
880	53	852
324	535	364
211	193	61
205	920	965
835	627	897
47	800	804
766	299	685
23	202	189
813	546	476
781	805	26
278	364	169
808	841	380
191	895	940
311	77	318
613	650	45
470	849	623
23	810	835
83	125	174
698	280	436
603	782	626
629	40	601
532	969	558
8	915	909
738	805	188
116	366	346
447	51	425
817	911	335
17	2	20
984	446	948
765	527	365
434	501	416
180	657	568
716	725	611
584	600	202
354	579	711
430	680	284
544	247	372
458	161	438
138	452	460
401	191	475
72	906	959
225	195	411
993	846	263
158	144	87
283	888	718
2	337	341
651	225	472
63	731	744
697	336	360
710	624	778
422	453	28
788	213	622
296	733	481
58	60	2
36	151	174
867	885	99
396	744	425
805	92	873
480	263	456
636	902	414
314	251	562
865	560	915
372	15	377
178	503	427
567	630	353
704	713	911
655	519	677
983	142	841
807	888	84
432	656	234
239	101	264
575	655	616
888	929	639
438	468	51
423	371	793
642	499	930
223	588	439
495	262	276
656	807	876
351	312	336
687	751	322
440	373	689
854	824	302
842	751	205
852	91	806
947	999	291
347	481	518
767	519	561
485	42	518
121	392	502
838	828	260
359	494	701
568	577	65
134	151	67
90	688	706
609	564	932
653	262	389
9	764	754
650	51	616
100	688	720
262	425	388
257	197	101
412	382	209
470	447	390
441	402	678
835	471	390
551	691	879
331	154	389
811	408	868
349	236	320
835	161	948
835	692	434
524	572	50
554	338	346
21	794	797
305	631	628
50	707	705
173	792	737
76	503	567
911	913	49
803	132	722
576	936	712
738	805	140
344	148	441
288	259	350
222	279	140
581	933	558
739	40	735
354	756	656
660	685	374
608	885	683
513	600	138
673	872	733
674	718	351
839	829	44
576	900	672
926	300	844
426	979	703
682	784	171
845	14	849
227	544	701
629	680	908
600	53	552
144	359	473
343	438	114
835	230	738
542	985	914
609	167	722
515	432	402
501	265	668
911	428	979
798	743	216
573	547	107
94	201	146
375	349	77
380	244	512
117	146	31
640	53	655
200	752	637
632	61	611
788	273	997
201	956	878
802	729	201
917	44	897
384	130	400
937	812	143
813	872	177
267	358	520
854	371	797
155	935	810
725	756	38
807	998	539
117	995	892
694	169	741
422	442	51
962	202	786
668	650	20
445	142	302
511	938	705
847	838	23
20	643	658
878	799	320
959	715	686
38	925	928
175	712	679
714	940	385
757	174	746
140	446	486
429	388	222
673	716	192
48	686	671
613	595	148
678	684	879
508	393	464
120	10	133
29	874	889
599	388	366
416	174	413
996	386	928
545	631	612
374	791	797
447	62	397
602	604	7
105	198	130
943	467	726
90	546	625
282	275	5
722	365	393
673	610	969
616	326	605
387	34	359
780	372	507
418	191	453
970	222	865
765	103	687
109	79	119
739	688	103
466	641	920
742	596	325
939	540	654
942	673	731
277	49	262
775	735	415
537	581	108
997	722	953
184	323	331
687	57	704
961	211	771
688	435	444
39	634	645
562	365	389
153	593	637
297	938	821
636	288	584
207	84	268
92	620	677
990	493	550
166	538	411
159	729	708
535	830	537
531	564	791
363	105	272
467	783	331
815	304	810
276	295	191
384	418	121
379	384	13
805	701	776
814	10	821
26	656	669
649	175	627
934	382	923
680	878	399
202	225	413
551	222	457
936	998	98
309	944	887
879	147	924
945	918	338
297	712	503
523	218	565
409	293	610
970	767	656
781	673	405
19	949	944
766	92	718
154	349	352
746	781	52
397	242	203
519	292	566
653	135	531
773	340	655
708	792	734
725	762	214
575	546	47
221	273	58
824	441	387
633	547	404
955	985	144
996	523	486
968	31	944
953	734	512
690	224	888
247	80	284
223	204	18
480	364	240
177	147	71
55	143	125
384	903	695
942	911	70
525	322	620
530	92	511
888	74	830
334	36	307
483	317	302
29	924	954
75	301	346
606	786	180
656	35	665
382	122	288
524	526	243
16	93	107
520	399	158
320	358	178
892	461	655
541	541	20
991	883	486
281	261	34
121	439	324
337	421	280
655	381	685
483	724	694
822	418	565
447	204	508
787	941	418
326	396	393
696	117	733
533	728	212
475	533	314
195	415	303
553	891	617
214	721	898
401	353	566
422	577	192
554	690	366
979	582	547
786	877	612
520	227	421
492	493	22
421	281	608
676	591	789
820	798	441
126	859	918
297	79	224
493	478	867
586	597	186
541	702	936
668	941	311
843	933	427
215	260	130
631	203	443
20	344	360
774	943	920
579	577	5
358	284	625
253	309	218
347	344	36
747	761	82
296	516	451
175	770	650
838	713	457
92	162	155
737	701	203
284	538	713
636	955	677
450	11	448
494	582	212
434	472	93
225	138	235
421	880	490
332	391	599
559	290	597
763	439	940
205	284	443
598	561	219
29	35	41
966	747	463
79	885	829
279	997	852
245	698	454
214	324	163
370	49	337
908	310	814
713	241	820
356	228	523
391	539	867
298	153	220
167	204	170
364	523	675
900	565	396
421	495	492
684	35	678
972	12	963
465	446	178
186	502	497
534	621	718
803	104	712
465	323	251
541	430	181
578	433	171
870	864	125
604	666	374
328	279	302
619	246	775
48	730	703
31	944	919
689	310	708
87	266	281
315	352	185
454	917	907
422	423	811
207	693	795
936	950	786
719	615	218
208	7	203
491	268	736
386	624	964
684	931	434
467	423	485
469	758	544
281	70	283
738	278	597
358	492	517
231	34	245
431	989	761
898	794	157
107	927	926
530	412	239
556	540	745
36	29	56
253	246	102
116	559	534
650	741	922
209	785	971
581	266	448
556	200	358
206	400	521
50	205	216
434	301	277
681	991	793
841	429	461
255	154	226
468	436	280
57	255	198
681	998	323
213	267	213
829	281	584
771	213	814
462	553	193
947	22	948
951	616	657
860	140	966
358	201	487
376	491	761
872	927	300
195	73	138
586	301	552
634	285	431
170	274	130
582	613	169
993	966	196
669	418	705
406	59	377
442	116	552
666	172	592
197	900	779
910	449	955
260	178	346
213	593	773
926	42	891
730	725	445
99	84	19
956	409	660
577	863	323
448	63	421
296	152	257
797	136	807
135	218	139
200	797	709
654	138	702
227	894	836
762	857	922
291	856	854
169	927	776
235	229	195
38	705	735
30	219	236
779	976	994
389	752	859
922	724	262
662	326	547
465	434	759
557	538	595
686	491	631
441	420	160
976	26	984
758	475	289
200	614	445
330	750	581
182	258	297
229	463	605
993	768	561
868	592	449
831	173	872
190	245	246
246	390	579
975	257	887
259	362	598
736	314	589
592	629	590
61	133	114
748	890	939
53	196	248
819	540	719
69	890	951
323	323	26
522	657	596
442	556	121
648	53	688
790	865	831
221	92	297
306	121	389
727	44	728
615	776	539
487	508	25
477	995	794
655	126	568
391	853	468
606	746	674
95	186	280
406	808	953
384	663	706
445	181	525
444	464	68
821	259	953
337	96	402
629	206	472
600	974	819
14	698	693
993	484	582
253	178	268
934	542	741
159	163	50
712	212	784
465	376	574
753	394	471
467	16	453
44	841	825
648	530	151
629	389	856
611	676	192
322	299	438
274	318	335
336	310	497
751	893	151
330	726	929
180	125	60
772	93	849
437	499	921
124	246	211
701	310	647
699	948	386
373	995	864
888	368	760
243	16	256
677	27	648
681	512	212
846	735	212
401	891	623
864	596	834
836	390	688
564	891	431
990	905	82
402	517	670
731	124	710
635	929	403
710	538	229
244	350	247
763	855	96
552	453	674
593	134	608
454	176	447
103	27	85
370	490	206
137	524	486
425	304	542
592	224	649
159	639	653
767	875	785
592	582	139
847	991	949
661	685	208
724	998	327
188	110	211
311	12	303
496	913	531
37	394	357
190	154	156
753	744	23
784	764	327
826	34	820
154	876	778
387	408	128
302	163	291
959	747	931
616	279	772
955	383	918
99	689	737
535	352	621
529	646	968
655	735	556
162	822	811
656	435	771
994	133	873
836	309	958
606	134	575
278	88	342
811	690	814
480	396	511
125	277	350
981	931	194
395	92	312
44	312	357
984	698	861
264	795	646
195	207	29
796	521	293
14	385	373
522	521	12
480	938	520
990	961	825
931	483	905
718	158	643
615	51	598
553	815	324
876	439	937
875	895	114
163	581	526
74	216	160
731	30	728
527	473	208
611	728	596
552	178	541
615	406	937
203	376	428
751	701	180
855	414	963
813	817	44
198	192	92
599	416	956
324	371	92
382	43	349
209	499	349
870	811	231
226	499	654
604	673	452
721	442	576
518	739	504
81	35	65
717	422	531
513	825	488
339	231	154
433	273	251
577	526	415
974	869	151
73	392	457
410	30	427
766	786	31
834	887	468
758	631	364
605	606	85
812	696	428
409	218	240
100	77	100
724	970	270
492	552	301
418	250	292
696	477	244
395	691	625
930	702	762
361	524	499
427	504	396
250	47	205
583	787	308
281	223	496
351	218	452
219	220	62
697	838	854
733	838	112
9	87	82
33	734	750
485	451	170
272	562	759
402	394	680
381	396	20
608	567	800
831	294	635
367	739	560
890	808	245
647	652	100
696	786	410
904	869	679
301	849	621
71	422	363
977	514	963
637	573	405
842	946	519
20	190	183
559	434	134
479	396	522
694	919	305
867	974	756
148	212	289
84	389	384
587	560	24
278	178	100
186	342	265
971	70	902
637	282	730
345	610	472
875	748	387
879	948	102
95	61	51
666	696	102
484	663	411
138	124	200
489	229	414
575	304	311
760	432	807
822	893	284
890	826	154
710	150	838
728	454	339
914	946	56
44	839	845
535	674	361
170	458	528
825	786	160
437	367	235
948	468	819
396	334	319
530	129	584
30	657	628
664	101	730
910	379	820
564	835	466
893	104	919
765	717	750
526	762	361
712	641	267
98	836	925
35	665	699
523	639	647
413	477	406
948	217	943
276	585	656
769	728	729
164	211	58
174	233	94
421	274	188
894	987	125
558	963	436
363	408	98
878	854	303
580	434	310
391	925	532
426	710	711
551	676	141
913	975	680
336	877	716
669	517	773
347	628	590
707	680	766
739	825	297
701	730	853
14	48	42
680	603	810
512	143	658
27	89	103
95	191	173
828	789	214
184	601	738
539	372	261
205	792	888
323	182	394
425	775	432
464	485	910
10	67	75
845	117	860
46	597	614
737	149	676
753	707	49
939	179	854
877	880	925
278	777	581
702	665	345
629	576	73
401	542	483
404	606	823
864	759	446
70	928	999
628	759	163
75	209	218
116	375	353
189	85	129
973	934	483
889	754	322
714	734	850
938	26	915
301	811	626
781	313	515
949	909	205
801	539	384
539	516	185
622	21	642
432	635	836
67	985	946
899	3	893
272	452	262
23	392	379
100	916	967
82	931	903
121	263	346
589	684	550
219	617	763
313	308	145
129	245	282
700	335	595
595	454	269
589	69	654
586	642	132
644	62	666
949	104	939
592	357	455
980	599	512
871	744	173
411	343	412
686	550	204
978	49	985
231	777	813
26	445	460
355	635	493
250	798	782
204	93	270
461	1	464
619	488	146
324	395	445
602	493	993
90	698	654
561	327	340
765	804	948
774	667	247
729	412	763
852	401	615
39	899	868
911	371	907
678	565	584
474	184	489
633	582	669
639	639	103
945	9	956
894	518	506
427	483	114
604	488	135
725	371	416
170	821	843
330	352	20
387	434	278
36	125	141
640	584	84
893	971	399
372	386	72
307	322	416
571	926	666
146	143	1
373	442	546
281	455	255
85	367	447
703	871	386
385	604	837
665	204	739
148	198	94
536	783	497
546	476	790
316	226	409
763	550	641
166	495	655
548	594	912
505	365	441
204	470	372
875	72	892
195	844	980
606	199	607
790	694	276
61	709	652
899	679	279
518	363	292
378	122	263
654	835	396
511	521	233
122	569	641
315	870	680
653	532	400
925	692	848
934	22	933
665	185	741
263	121	236
778	444	413
706	321	414
57	349	324
345	529	794
959	866	772
669	109	599
346	860	624
857	417	846
457	946	646
156	44	191
378	546	382
587	708	605
943	553	572
438	687	894
820	982	233
785	480	477
28	49	47
933	662	713
622	858	552
422	648	812
830	37	825
688	973	409
639	570	97
57	503	464
177	137	234
23	464	468
544	640	706
373	656	361
728	347	789
65	776	765
9	417	415
289	332	52
151	192	89
498	910	486
508	165	671
634	149	735
382	124	475
218	326	164
773	266	905
40	471	476
522	522	7
10	343	351
834	818	671
764	982	412
255	297	224
647	588	162
784	65	790
610	866	598
712	977	457
416	331	732
831	791	222
841	836	408
281	166	119
704	739	284
701	195	655
896	974	210
566	481	86
563	517	133
38	288	253
859	223	981
775	844	692
201	846	906
370	469	134
755	940	923
275	373	343
527	385	158
673	897	913
760	507	867
939	912	633
927	931	34
346	304	267
835	839	194
552	478	670
262	681	654
142	156	48
23	496	491
457	288	464
828	797	657
476	508	193
761	777	23
355	560	674
803	937	393
530	59	495
722	820	844
531	534	419
627	133	652
122	162	231
966	774	819
651	754	369
148	547	541
401	417	672
962	886	120
482	512	77
685	193	653
356	360	147
679	256	810
265	983	857
378	346	349
501	464	286
218	547	370
686	565	153
701	123	669
145	961	828
65	73	7
274	654	857
739	373	705
161	672	596
697	963	494
492	419	185
25	414	425
167	684	792
817	303	724
128	839	884
273	442	698
627	547	786
421	940	539
534	122	569
529	842	415
918	795	558
585	106	494
702	699	100
693	675	24
254	291	430
476	39	471
95	535	597
941	59	889
712	951	464
491	543	684
57	572	565
63	591	610
512	55	546
978	999	465
123	185	308
388	745	596
973	602	522
409	115	398
866	370	815
882	849	948
681	237	558
705	194	583
335	440	385
899	37	906
101	650	676
197	791	866
53	717	773
760	957	443
835	60	866
282	302	116
710	497	998
413	645	884
725	508	976
919	994	79
679	845	299
846	609	747
371	298	625
507	578	94
905	598	788
609	184	687
977	195	807
397	95	491
739	820	865
961	975	597
337	447	276
939	701	378
164	168	13
458	571	911
150	764	657
222	66	227
20	597	613
555	396	729
888	754	387
706	26	688
451	277	625
20	294	282
739	394	788
635	640	81
19	708	704
872	758	269
198	499	570
932	592	785
675	99	627
947	1	951
539	495	80
278	926	759
418	485	660
422	410	175
83	44	58
985	488	571
380	396	719
121	370	281
132	374	442
397	893	933
442	739	575
574	422	548
477	981	684
867	661	235
714	978	905
526	819	628
371	701	485
141	922	826
77	102	73
769	641	846
381	570	473
309	834	710
356	633	572
559	450	671
563	531	745
245	168	308
329	928	780
940	989	207
835	242	700
718	943	568
497	781	958
853	396	709
102	455	525
684	12	687
613	589	456
477	553	947
639	754	358
387	592	227
360	858	610
182	98	122
713	59	744
943	915	162
237	160	367
902	560	613
247	260	16
743	311	700
762	952	845
421	383	217
9	136	130
81	612	610
220	589	608
707	822	352
973	123	871
766	751	254
207	673	763
45	779	747
287	554	601
527	105	607
757	653	697
229	730	666
307	510	233
692	213	579
306	543	722
426	960	816
378	364	12
577	633	931
344	145	363
919	529	774
682	570	811
239	826	950
210	89	212
844	774	109
675	828	507
909	412	805
459	647	531
323	519	320
319	808	952
142	498	635
519	385	387
205	173	43
534	599	229
235	256	54
323	282	41
820	180	645
405	79	423
207	121	145
803	702	551
734	853	809
619	238	413
861	862	31
650	404	659
941	756	646
965	948	35
199	634	592
316	550	255
85	337	291
578	77	654
560	590	67
236	235	205
389	884	552
8	431	430
597	607	70
198	103	124
866	69	899
441	469	58
140	152	55
860	851	94
417	689	813
761	199	713
510	411	476
213	996	863
271	796	928
471	169	351
214	176	367
267	547	356
656	351	729
547	730	899
434	440	167
884	982	168
512	258	523
199	112	185
534	537	220
499	500	917
230	203	295
126	96	75
85	522	437
400	974	706
139	179	180
445	407	712
866	981	675
693	434	544
677	896	293
436	630	339
22	711	727
424	696	407
449	610	460
969	988	391
925	861	501
827	941	801
125	303	217
418	291	162
166	561	503
663	81	661
692	245	617
23	313	298
854	855	3
528	520	55
479	48	441
358	806	916
788	734	961
195	641	528
749	135	721
113	59	123
243	174	312
123	235	269
192	267	325
864	618	619
663	132	738
735	458	492
753	892	395
734	298	809
232	254	72
339	538	619
669	623	370
197	50	200
744	519	309
65	931	864
501	296	781
560	447	747
469	862	563
458	470	48
145	37	180
197	255	108
577	686	324
179	839	943
467	11	470
781	941	836
34	999	963
544	595	886
476	824	837
866	845	106
786	795	8
702	420	924
728	561	176
38	456	474
902	612	937
219	508	300
753	250	524
73	620	588
839	163	716
625	731	322
650	258	886
439	554	165
658	748	754
28	588	581
458	695	991
445	284	500
654	100	624
646	758	363
373	662	311
624	638	50
556	403	206
423	459	406
185	550	423
616	727	391
239	203	86
120	22	139
219	630	702
498	382	426
332	385	140
853	609	846
257	9	254
174	58	140
748	560	364
900	66	848
70	103	53
163	345	354
773	20	757
952	925	977
802	886	294
608	754	721
971	606	957
236	37	253
690	117	808
352	190	418
525	472	489
500	701	713
19	355	338
492	673	779
813	933	679
566	651	536
797	221	911
611	755	497
536	214	418
628	657	328
236	306	119
149	732	674
61	364	344
454	728	577
820	481	609
607	506	331
236	451	281
343	415	390
213	120	287
373	579	219
516	384	585
842	705	202
415	712	804
58	868	864
272	192	289
892	424	573
298	173	265
203	219	90
900	787	831
512	301	779
104	105	11
303	290	349
454	58	511
137	740	703
739	406	620
724	335	662
868	138	812
122	215	209
768	212	666
78	294	307
155	916	964
192	206	217
674	692	318
775	877	541
252	258	56
26	423	416
499	474	24
143	534	421
733	941	256
936	5	931
440	463	159
499	350	474
257	609	808
269	135	260
885	779	139
644	650	988
40	457	490
452	242	491
716	249	618
228	183	315
13	383	376
942	204	813
447	528	398
604	561	43
91	302	375
564	568	927
57	96	112
98	659	647
400	167	466
50	734	750
261	382	315
398	40	438
446	333	255
166	859	875
235	263	53
118	970	916
239	244	404
792	481	546
804	778	65
940	148	920
30	25	8
618	638	656
