(-9,-185)
(-10,-185)
(-11,-185)
(-12,-185)
(-13,-185)
(-14,-185)
(-15,-185)
(-16,-185)
(-17,-185)
(-18,-185)
(-19,-185)
(-20,-185)
(-21,-185)
(-22,-185)
(-23,-185)
(-24,-185)
(-25,-185)
(-26,-185)
(-27,-185)
(-28,-185)
(-29,-185)
(-30,-185)
(-31,-185)
(-32,-185)
(-33,-185)
(-34,-185)
(-35,-185)
(-36,-185)
(-37,-185)
(-38,-185)
(-39,-185)
(-40,-185)
(-41,-185)
(-42,-185)
(-43,-185)
(-44,-185)
(-45,-185)
(-45,-184)
(-45,-183)
(-45,-182)
(-46,-182)
(-46,-181)
(-46,-180)
(-46,-179)
(-46,-178)
(-45,-178)
(-44,-178)
(-43,-178)
(-42,-178)
(-41,-178)
(-41,-179)
(-42,-179)
(-43,-179)
(-44,-179)
(-45,-179)
(-45,-180)
(-44,-180)
(-43,-180)
(-42,-180)
(-42,-181)
(-42,-182)
(-41,-182)
(-40,-182)
(-40,-181)
(-40,-180)
(-40,-179)
(-39,-179)
(-38,-179)
(-37,-179)
(-36,-179)
(-36,-180)
(-36,-181)
(-36,-182)
(-35,-182)
(-34,-182)
(-34,-181)
(-34,-180)
(-34,-179)
(-34,-178)
(-34,-177)
(-33,-177)
(-32,-177)
(-31,-177)
(-30,-177)
(-30,-178)
(-30,-179)
(-30,-180)
(-30,-181)
(-30,-182)
(-29,-182)
(-28,-182)
(-28,-183)
(-28,-184)
(-27,-184)
(-27,-183)
(-27,-182)
(-27,-181)
(-26,-181)
(-25,-181)
(-24,-181)
(-24,-180)
(-24,-179)
(-24,-178)
(-24,-177)
(-23,-177)
(-22,-177)
(-21,-177)
(-20,-177)
(-20,-178)
(-20,-179)
(-20,-180)
(-20,-181)
(-20,-182)
(-19,-182)
(-19,-181)
(-18,-181)
(-17,-181)
(-16,-181)
(-16,-180)
(-16,-179)
(-16,-178)
(-16,-177)
(-16,-176)
(-17,-176)
(-18,-176)
(-18,-175)
(-18,-174)
(-18,-173)
(-18,-172)
(-18,-171)
(-18,-170)
(-18,-169)
(-18,-168)
(-18,-167)
(-18,-166)
(-18,-165)
(-18,-164)
(-18,-163)
(-18,-162)
(-18,-161)
(-18,-160)
(-18,-159)
(-18,-158)
(-18,-157)
(-18,-156)
(-18,-155)
(-18,-154)
(-18,-153)
(-18,-152)
(-18,-151)
(-18,-150)
(-18,-149)
(-18,-148)
(-18,-147)
(-18,-146)
(-18,-145)
(-18,-144)
(-18,-143)
(-18,-142)
(-18,-141)
(-18,-140)
(-18,-139)
(-18,-138)
(-18,-137)
(-18,-136)
(-18,-135)
(-18,-134)
(-18,-133)
(-18,-132)
(-18,-131)
(-18,-130)
(-18,-129)
(-18,-128)
(-18,-127)
(-18,-126)
(-18,-125)
(-18,-124)
(-18,-123)
(-18,-122)
(-18,-121)
(-18,-120)
(-18,-119)
(-18,-118)
(-18,-117)
(-18,-116)
(-18,-115)
(-18,-114)
(-18,-113)
(-18,-112)
(-18,-111)
(-18,-110)
(-18,-109)
(-18,-108)
(-18,-107)
(-18,-106)
(-18,-105)
(-18,-104)
(-18,-103)
(-18,-102)
(-18,-101)
(-18,-100)
(-17,-100)
(-16,-100)
(-16,-101)
(-16,-102)
(-15,-102)
(-15,-101)
(-15,-100)
(-15,-99)
(-14,-99)
(-13,-99)
(-12,-99)
(-11,-99)
(-10,-99)
(-9,-99)
(-8,-99)
(-7,-99)
(-6,-99)
(-5,-99)
(-4,-99)
(-3,-99)
(-2,-99)
(-1,-99)
(0,-99)
(1,-99)
(2,-99)
(3,-99)
(4,-99)
(5,-99)
(6,-99)
(7,-99)
(8,-99)
(9,-99)
(10,-99)
(11,-99)
(12,-99)
(13,-99)
(14,-99)
(15,-99)
(16,-99)
(17,-99)
(18,-99)
(19,-99)
(20,-99)
(21,-99)
(22,-99)
(23,-99)
(24,-99)
(25,-99)
(26,-99)
(27,-99)
(28,-99)
(29,-99)
(30,-99)
(31,-99)
(32,-99)
(33,-99)
(34,-99)
(35,-99)
(36,-99)
(37,-99)
(38,-99)
(39,-99)
(40,-99)
(41,-99)
(42,-99)
(43,-99)
(44,-99)
(45,-99)
(46,-99)
(47,-99)
(48,-99)
(49,-99)
(50,-99)
(51,-99)
(52,-99)
(53,-99)
(54,-99)
(55,-99)
(56,-99)
(57,-99)
(58,-99)
(59,-99)
(60,-99)
(61,-99)
(62,-99)
(63,-99)
(64,-99)
(65,-99)
(66,-99)
(67,-99)
(68,-99)
(69,-99)
(70,-99)
(71,-99)
(72,-99)
(73,-99)
(74,-99)
(75,-99)
(76,-99)
(77,-99)
(78,-99)
(79,-99)
(80,-99)
(81,-99)
(82,-99)
(83,-99)
(84,-99)
(85,-99)
(86,-99)
(87,-99)
(88,-99)
(89,-99)
(90,-99)
(91,-99)
(92,-99)
(93,-99)
(94,-99)
(95,-99)
(96,-99)
(97,-99)
(98,-99)
(99,-99)
(100,-99)
(101,-99)
(102,-99)
(103,-99)
(104,-99)
(105,-99)
(106,-99)
(107,-99)
(108,-99)
(109,-99)
(110,-99)
(111,-99)
(112,-99)
(113,-99)
(114,-99)
(115,-99)
(116,-99)
(117,-99)
(118,-99)
(119,-99)
(120,-99)
(121,-99)
(122,-99)
(123,-99)
(124,-99)
(125,-99)
(126,-99)
(127,-99)
(128,-99)
(129,-99)
(130,-99)
(131,-99)
(132,-99)
(133,-99)
(134,-99)
(135,-99)
(136,-99)
(137,-99)
(138,-99)
(139,-99)
(140,-99)
(141,-99)
(142,-99)
(143,-99)
(144,-99)
(145,-99)
(146,-99)
(147,-99)
(148,-99)
(149,-99)
(150,-99)
(151,-99)
(152,-99)
(153,-99)
(154,-99)
(155,-99)
(156,-99)
(157,-99)
(158,-99)
(159,-99)
(160,-99)
(161,-99)
(162,-99)
(163,-99)
(164,-99)
(165,-99)
(166,-99)
(167,-99)
(168,-99)
(169,-99)
(170,-99)
(171,-99)
(172,-99)
(173,-99)
(174,-99)
(174,-98)
(174,-97)
(174,-96)
(173,-96)
(172,-96)
(171,-96)
(170,-96)
(170,-97)
(171,-97)
(172,-97)
(173,-97)
(173,-98)
(173,-99)
(173,-100)
(173,-101)
(173,-102)
(172,-102)
(171,-102)
(170,-102)
(169,-102)
(169,-103)
(168,-103)
(168,-104)
(169,-104)
(169,-105)
(169,-106)
(170,-106)
(171,-106)
(172,-106)
(173,-106)
(173,-107)
(173,-108)
(174,-108)
(175,-108)
(176,-108)
(177,-108)
(178,-108)
(178,-107)
(178,-106)
(178,-105)
(178,-104)
(178,-103)
(177,-103)
(176,-103)
(175,-103)
(174,-103)
(173,-103)
(173,-102)
(173,-101)
(172,-101)
(171,-101)
(170,-101)
(169,-101)
(169,-102)
(169,-103)
(169,-104)
(169,-105)
(169,-106)
(168,-106)
(167,-106)
(166,-106)
(165,-106)
(165,-105)
(165,-104)
(165,-103)
(165,-102)
(166,-102)
(167,-102)
(168,-102)
(169,-102)
(170,-102)
(170,-101)
(170,-100)
(170,-99)
(170,-98)
(170,-97)
(171,-97)
(172,-97)
(173,-97)
(173,-96)
(172,-96)
(171,-96)
(170,-96)
(170,-97)
(171,-97)
(171,-96)
(171,-95)
(171,-94)
(170,-94)
(169,-94)
(168,-94)
(167,-94)
(167,-93)
(167,-92)
(167,-91)
(167,-90)
(167,-89)
(166,-89)
(165,-89)
(164,-89)
(164,-88)
(164,-87)
(164,-86)
(164,-85)
(164,-84)
(165,-84)
(166,-84)
(167,-84)
(167,-85)
(167,-86)
(167,-87)
(168,-87)
(169,-87)
(170,-87)
(171,-87)
(172,-87)
(172,-86)
(172,-85)
(172,-84)
(172,-83)
(172,-82)
(173,-82)
(174,-82)
(175,-82)
(175,-83)
(175,-84)
(175,-85)
(175,-86)
(176,-86)
(177,-86)
(178,-86)
(178,-87)
(178,-88)
(178,-89)
(177,-89)
(177,-88)
(177,-87)
(177,-86)
(178,-86)
(179,-86)
(179,-87)
(179,-88)
(180,-88)
(180,-89)
(181,-89)
(182,-89)
(183,-89)
(183,-88)
(183,-87)
(183,-86)
(182,-86)
(181,-86)
(180,-86)
(180,-87)
(179,-87)
(178,-87)
(178,-88)
(177,-88)
(176,-88)
(175,-88)
(174,-88)
(174,-87)
(174,-86)
(174,-85)
(174,-84)
(173,-84)
(173,-85)
(172,-85)
(171,-85)
(170,-85)
(170,-84)
(170,-83)
(170,-82)
(171,-82)
(172,-82)
(173,-82)
(174,-82)
(174,-83)
(175,-83)
(176,-83)
(177,-83)
(178,-83)
(179,-83)
(179,-82)
(179,-81)
(180,-81)
(181,-81)
(181,-82)
(181,-83)
(181,-84)
(180,-84)
(179,-84)
(179,-85)
(179,-86)
(179,-87)
(178,-87)
(177,-87)
(176,-87)
(175,-87)
(175,-88)
(175,-89)
(175,-90)
(175,-91)
(175,-92)
(174,-92)
(174,-91)
(174,-90)
(174,-89)
(174,-88)
(175,-88)
(176,-88)
(177,-88)
(178,-88)
(179,-88)
(179,-89)
(179,-90)
(179,-91)
(179,-92)
(180,-92)
(181,-92)
(182,-92)
(183,-92)
(183,-93)
(184,-93)
(185,-93)
(186,-93)
(186,-94)
(185,-94)
(184,-94)
(183,-94)
(183,-95)
(183,-96)
(184,-96)
(185,-96)
(186,-96)
(186,-97)
(187,-97)
(188,-97)
(188,-98)
(188,-99)
(188,-100)
(189,-100)
(190,-100)
(191,-100)
(191,-99)
(190,-99)
(189,-99)
(188,-99)
(188,-98)
(188,-97)
(188,-96)
(188,-95)
(187,-95)
(186,-95)
(185,-95)
(184,-95)
(184,-96)
(184,-97)
(184,-98)
(184,-99)
(184,-100)
(183,-100)
(182,-100)
(181,-100)
(181,-99)
(181,-98)
(181,-97)
(181,-96)
(181,-95)
(182,-95)
(183,-95)
(184,-95)
(185,-95)
(185,-96)
(186,-96)
(187,-96)
(187,-97)
(187,-98)
(187,-99)
(186,-99)
(185,-99)
(184,-99)
(183,-99)
(182,-99)
(182,-100)
(182,-101)
(182,-102)
(182,-103)
(182,-104)
(183,-104)
(184,-104)
(185,-104)
(186,-104)
(186,-103)
(185,-103)
